what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331876875305
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1331876877117
executed,command,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.launchShortcut.run",1331876879469
activated,view,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.pde.runtime.LogView",1331876882444
opened,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1331876885976
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1331876886040
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1331876900977
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331876902343
error,log,,,"An internal error occurred during: ""Install download0"".",1331876908928
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331876915051
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProgressView",1331876916595
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331876925931
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331876937636
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331876939228
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331877062252
activated,view,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.pde.runtime.LogView",1331877062259
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProgressView",1331877092119
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331877100202
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331877112242
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331877117202
error,log,,,"Provisioning exception",1331877122004
activated,view,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.pde.runtime.LogView",1331877122089
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1331877122580
error,log,,,"Provisioning exception",1331877137929
error,log,,,"Provisioning exception",1331877144411
error,log,,,"Provisioning exception",1331877186875
error,log,,,"Some sites could not be found.  See the error log for more detail.",1331877193028
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331877217381
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.install",1331877217495
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331877224460
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331877225238
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProgressView",1331877227635
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331877284267
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331877382818
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331877388785
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331877467762
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1331877469654
closed,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1331877469688
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1331877470850
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1331877471455
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1331877472133
activated,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1331877472967
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1331877474064
activated,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1331877475917
closed,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1331877475917
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331877481383
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331877626099
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1331877634050
error,log,,,"Core exception while retrieving the content description",1331877634247
error,log,,,"Core exception while retrieving the content description",1331877634295
opened,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1331877634580
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1331877634838
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331877639254
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331877654635
activated,view,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.pde.runtime.LogView",1331877654662
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1331877701721
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1331877778213
opened,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1331877784370
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1331877784525
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1331877823172
closed,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1331877823172
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331877825477
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331877872206
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1331877875035
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1331877875964
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1331877882634
error,log,,,"Core exception while retrieving the content description",1331877882736
error,log,,,"Core exception while retrieving the content description",1331877882807
